Time,Weight
9/4/2019 15:21,4000
9/4/2019 15:21,4000
9/4/2019 15:22,4000
9/4/2019 15:22,4000
9/4/2019 15:23,4000
9/4/2019 15:23,4000
9/4/2019 15:23,4000
9/4/2019 15:42,4000
9/4/2019 15:43,4000
9/4/2019 15:51,314
9/4/2019 15:51,253
18/4/2019 15:46,386
18/4/2019 15:47,384
18/4/2019 15:48,156
18/4/2019 15:48,57
18/4/2019 16:38,400
18/4/2019 16:38,147.1517765
18/4/2019 16:38,54.13411329
18/4/2019 16:38,19.91482735
18/4/2019 16:38,7.326255555
18/4/2019 16:38,2.6951788
18/4/2019 16:38,0.991500871
18/4/2019 16:38,0.364752786
18/4/2019 16:38,0.134185051
18/4/2019 16:38,0.049363922
18/4/2019 16:38,0.018159972
18/4/2019 16:38,0.00668068
18/4/2019 16:38,0.002457685
18/4/2019 16:38,0.000904132
18/4/2019 16:38,0.000332611
18/4/2019 16:38,0.000122361
18/4/2019 16:38,4.50E-05
18/4/2019 16:38,1.66E-05
18/4/2019 16:38,6.09E-06
18/4/2019 16:38,2.24E-06
18/4/2019 16:38,8.24E-07
18/4/2019 16:38,3.03E-07
18/4/2019 16:38,1.12E-07
18/4/2019 16:38,4.10E-08
18/4/2019 16:38,1.51E-08
18/4/2019 16:38,5.56E-09
18/4/2019 16:38,2.04E-09
18/4/2019 16:38,7.52E-10
18/4/2019 16:38,2.77E-10
18/4/2019 16:38,1.02E-10
18/4/2019 16:38,3.74E-11
18/4/2019 16:38,1.38E-11
18/4/2019 16:38,5.07E-12
18/4/2019 16:38,1.86E-12
18/4/2019 16:38,6.86E-13
18/4/2019 16:38,2.52E-13
18/4/2019 16:38,9.28E-14
18/4/2019 16:38,3.41E-14
18/4/2019 16:38,1.26E-14
18/4/2019 16:38,4.62E-15
18/4/2019 16:38,1.70E-15
18/4/2019 16:38,6.25E-16
18/4/2019 16:38,2.30E-16
18/4/2019 16:38,8.46E-17
18/4/2019 16:38,3.11E-17
18/4/2019 16:38,1.15E-17
18/4/2019 16:38,4.21E-18
18/4/2019 16:38,1.55E-18
18/4/2019 16:38,5.70E-19
18/4/2019 16:38,2.10E-19
18/4/2019 16:38,7.71E-20
18/4/2019 16:38,2.84E-20
18/4/2019 16:38,1.04E-20
18/4/2019 16:38,3.84E-21
18/4/2019 16:38,1.41E-21
18/4/2019 16:38,5.20E-22
18/4/2019 16:38,1.91E-22
18/4/2019 16:38,7.04E-23
18/4/2019 16:38,2.59E-23
18/4/2019 16:38,9.52E-24
18/4/2019 16:38,3.50E-24
18/4/2019 16:38,1.29E-24
18/4/2019 16:38,4.74E-25
18/4/2019 16:38,1.74E-25
18/4/2019 16:38,6.42E-26
18/4/2019 16:38,2.36E-26
18/4/2019 16:38,8.68E-27
18/4/2019 16:38,3.19E-27
18/4/2019 16:38,1.17E-27
18/4/2019 16:38,4.32E-28
18/4/2019 16:38,1.59E-28
18/4/2019 16:38,5.85E-29
18/4/2019 16:38,2.15E-29
18/4/2019 16:38,7.92E-30
18/4/2019 16:38,2.91E-30
18/4/2019 16:38,1.07E-30
18/4/2019 16:38,3.94E-31
18/4/2019 16:38,1.45E-31
18/4/2019 16:38,5.33E-32
18/4/2019 16:38,1.96E-32
18/4/2019 16:38,7.22E-33
18/4/2019 16:38,2.66E-33
18/4/2019 16:38,9.77E-34
18/4/2019 16:38,3.59E-34
18/4/2019 16:38,1.32E-34
18/4/2019 16:38,4.86E-35
18/4/2019 16:38,1.79E-35
18/4/2019 16:38,6.58E-36
18/4/2019 16:38,2.42E-36
18/4/2019 16:38,8.91E-37
18/4/2019 16:38,3.28E-37
18/4/2019 16:38,1.21E-37
18/4/2019 16:38,4.44E-38
18/4/2019 16:38,1.63E-38
18/4/2019 16:38,6.00E-39
18/4/2019 16:38,2.21E-39
18/4/2019 16:38,8.12E-40
18/4/2019 16:38,2.99E-40
18/4/2019 16:38,1.10E-40
18/4/2019 16:38,4.04E-41
18/4/2019 16:38,1.49E-41
18/4/2019 16:38,5.47E-42
18/4/2019 16:38,2.01E-42
18/4/2019 16:38,7.41E-43
18/4/2019 16:38,2.73E-43
18/4/2019 16:38,1.00E-43
18/4/2019 16:38,3.69E-44
18/4/2019 16:38,1.36E-44
18/4/2019 16:38,4.99E-45
18/4/2019 16:38,1.84E-45
18/4/2019 16:38,6.76E-46
18/4/2019 16:38,2.49E-46
18/4/2019 16:38,9.14E-47
18/4/2019 16:38,3.36E-47
18/4/2019 16:38,1.24E-47
18/4/2019 16:38,4.55E-48
18/4/2019 16:38,1.67E-48
18/4/2019 16:38,6.16E-49
18/4/2019 16:38,2.27E-49
18/4/2019 16:38,8.34E-50
18/4/2019 16:38,3.07E-50
18/4/2019 16:38,1.13E-50
18/4/2019 16:38,4.15E-51
18/4/2019 16:38,1.53E-51
18/4/2019 16:38,5.62E-52
18/4/2019 16:38,2.07E-52
18/4/2019 16:38,7.60E-53
18/4/2019 16:38,2.80E-53
18/4/2019 16:38,1.03E-53
18/4/2019 16:38,3.79E-54
18/4/2019 16:38,1.39E-54
18/4/2019 16:38,5.12E-55
18/4/2019 16:38,1.88E-55
18/4/2019 16:38,6.93E-56
18/4/2019 16:38,2.55E-56
18/4/2019 16:38,9.38E-57
18/4/2019 16:38,3.45E-57
18/4/2019 16:38,1.27E-57
18/4/2019 16:38,4.67E-58
18/4/2019 16:38,1.72E-58
18/4/2019 16:38,6.32E-59
18/4/2019 16:38,2.33E-59
18/4/2019 16:38,8.56E-60
18/4/2019 16:38,3.15E-60
18/4/2019 16:38,1.16E-60
18/4/2019 16:38,4.26E-61
18/4/2019 16:38,1.57E-61
18/4/2019 16:38,5.76E-62
18/4/2019 16:38,2.12E-62
18/4/2019 16:38,7.80E-63
18/4/2019 16:38,2.87E-63
18/4/2019 16:38,1.06E-63
18/4/2019 16:38,3.88E-64
18/4/2019 16:38,1.43E-64
18/4/2019 16:38,5.26E-65
18/4/2019 16:38,1.93E-65
18/4/2019 16:38,7.11E-66
18/4/2019 16:38,2.62E-66
18/4/2019 16:38,9.63E-67
18/4/2019 16:38,3.54E-67
18/4/2019 16:38,1.30E-67
18/4/2019 16:38,4.79E-68
18/4/2019 16:38,1.76E-68
18/4/2019 16:38,6.49E-69
18/4/2019 16:38,2.39E-69
18/4/2019 16:38,8.78E-70
18/4/2019 16:38,3.23E-70
18/4/2019 16:38,1.19E-70
18/4/2019 16:38,4.37E-71
18/4/2019 16:38,1.61E-71
18/4/2019 16:38,5.92E-72
18/4/2019 16:38,2.18E-72
18/4/2019 16:38,8.01E-73
18/4/2019 16:38,2.95E-73
18/4/2019 16:38,1.08E-73
18/4/2019 16:38,3.99E-74
18/4/2019 16:38,1.47E-74
18/4/2019 16:38,5.39E-75
18/4/2019 16:38,1.98E-75
18/4/2019 16:38,7.30E-76
18/4/2019 16:38,2.69E-76
18/4/2019 16:38,9.88E-77
18/4/2019 16:38,3.63E-77
18/4/2019 16:38,1.34E-77
18/4/2019 16:38,4.92E-78
18/4/2019 16:38,1.81E-78
18/4/2019 16:38,6.66E-79
18/4/2019 16:38,2.45E-79
18/4/2019 16:38,9.01E-80
18/4/2019 16:38,3.31E-80
18/4/2019 16:38,1.22E-80
18/4/2019 16:38,4.49E-81
18/4/2019 16:38,1.65E-81
18/4/2019 16:38,6.07E-82
18/4/2019 16:38,2.23E-82
18/4/2019 16:38,8.22E-83
18/4/2019 16:38,3.02E-83
18/4/2019 16:38,1.11E-83
18/4/2019 16:38,4.09E-84
18/4/2019 16:38,1.50E-84
18/4/2019 16:38,5.54E-85
18/4/2019 16:38,2.04E-85
18/4/2019 16:38,7.49E-86
18/4/2019 16:38,2.76E-86
18/4/2019 16:38,1.01E-86
18/4/2019 16:38,3.73E-87
18/4/2019 16:38,1.37E-87
18/4/2019 16:38,5.05E-88
18/4/2019 16:38,1.86E-88
18/4/2019 16:38,6.83E-89
18/4/2019 16:38,2.51E-89
18/4/2019 16:38,9.25E-90
18/4/2019 16:38,3.40E-90
18/4/2019 16:38,1.25E-90
18/4/2019 16:38,4.60E-91
18/4/2019 16:38,1.69E-91
18/4/2019 16:38,6.23E-92
18/4/2019 16:38,2.29E-92
18/4/2019 16:38,8.43E-93
18/4/2019 16:38,3.10E-93
18/4/2019 16:38,1.14E-93
18/4/2019 16:38,4.20E-94
18/4/2019 16:38,1.54E-94
18/4/2019 16:38,5.68E-95
18/4/2019 16:38,2.09E-95
18/4/2019 16:38,7.69E-96
18/4/2019 16:38,2.83E-96
18/4/2019 16:38,1.04E-96
18/4/2019 16:38,3.83E-97
18/4/2019 16:38,1.41E-97
18/4/2019 16:38,5.18E-98
18/4/2019 16:38,1.91E-98
18/4/2019 16:38,7.01E-99
18/4/2019 16:38,2.58E-99
18/4/2019 16:38,9.49E-100
18/4/2019 16:38,3.49E-100
18/4/2019 16:38,1.28E-100
18/4/2019 16:38,4.72E-101
18/4/2019 16:38,1.74E-101
18/4/2019 16:38,6.39E-102
18/4/2019 16:38,2.35E-102
18/4/2019 16:38,8.65E-103
18/4/2019 16:38,3.18E-103
18/4/2019 16:38,1.17E-103
18/4/2019 16:38,4.31E-104
18/4/2019 16:38,1.58E-104
18/4/2019 16:38,5.83E-105
18/4/2019 16:38,2.14E-105
18/4/2019 16:38,7.89E-106
18/4/2019 16:38,2.90E-106
18/4/2019 16:38,1.07E-106
18/4/2019 16:38,3.93E-107
18/4/2019 16:38,1.44E-107
18/4/2019 16:38,5.32E-108
18/4/2019 16:38,1.96E-108
18/4/2019 16:38,7.19E-109
18/4/2019 16:38,2.65E-109
18/4/2019 16:38,9.74E-110
18/4/2019 16:38,3.58E-110
18/4/2019 16:38,1.32E-110
18/4/2019 16:38,4.85E-111
18/4/2019 16:38,1.78E-111
18/4/2019 16:38,6.56E-112
18/4/2019 16:38,2.41E-112
18/4/2019 16:38,8.88E-113
